resolution_stategy,dep_key,tree_accurarcy,overlap_tree,contains_bundled,nmb_npm_deps,contains_optionals_and_peers
dep_reuse,@generative-music/sample-index-schema@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@generative-music/sample-index-schema@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@generative-music/sample-index-schema@1.0.0,1.0,1.0,False,1,False
dep_reach,iridium@3.3.0,0.68,0.68,False,13,True
dep_reuse,iridium@3.3.0,0.68,0.68,False,13,True
dep_reach_plus_bundled_plus_peer,iridium@3.3.0,0.68,0.68,False,13,True
dep_reuse_plus_bundled_plus_peer,iridium@3.3.0,0.68,0.68,False,13,True
dep_reach,vue-cli-plugin-nodeenv@1.0.0,0.994413407821229,0.9888888888888889,False,132,False
dep_reuse,vue-cli-plugin-nodeenv@1.0.0,1.0,1.0,False,132,False
dep_reach_plus_bundled_plus_peer,vue-cli-plugin-nodeenv@1.0.0,0.994413407821229,0.9888888888888889,False,132,False
dep_reuse_plus_bundled_plus_peer,vue-cli-plugin-nodeenv@1.0.0,1.0,1.0,False,132,False
dep_reach,jest-serializer-functions@1.0.6,1.0,1.0,False,1,False
dep_reuse,jest-serializer-functions@1.0.6,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,jest-serializer-functions@1.0.6,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,jest-serializer-functions@1.0.6,1.0,1.0,False,1,False
dep_reach,compromise-scan@0.1.2,1.0,1.0,False,5,True
dep_reuse,compromise-scan@0.1.2,1.0,1.0,False,5,True
dep_reach_plus_bundled_plus_peer,compromise-scan@0.1.2,1.0,1.0,False,5,True
dep_reuse_plus_bundled_plus_peer,compromise-scan@0.1.2,1.0,1.0,False,5,True
dep_reach,webpage-wc@0.0.0,0.9545454545454546,0.9130434782608695,False,114,True
dep_reuse,webpage-wc@0.0.0,1.0,1.0,False,114,True
dep_reach_plus_bundled_plus_peer,webpage-wc@0.0.0,0.9545454545454546,0.9130434782608695,False,114,True
dep_reuse_plus_bundled_plus_peer,webpage-wc@0.0.0,1.0,1.0,False,114,True
dep_reach,@gongzhen/npmlibdemo@1.0.2,1.0,1.0,False,1,False
dep_reuse,@gongzhen/npmlibdemo@1.0.2,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@gongzhen/npmlibdemo@1.0.2,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@gongzhen/npmlibdemo@1.0.2,1.0,1.0,False,1,False
dep_reach,tweeter-client@3.1.0,0.3657201505302771,0.23448124588725597,False,270,True
dep_reuse,tweeter-client@3.1.0,0.9988921713441654,0.9988921713441654,False,270,True
dep_reach_plus_bundled_plus_peer,tweeter-client@3.1.0,0.3657201505302771,0.23448124588725597,False,270,True
dep_reuse_plus_bundled_plus_peer,tweeter-client@3.1.0,0.9988921713441654,0.9988921713441654,False,270,True
dep_reach,monaco-azure-logic-app-lang@0.2.7,1.0,1.0,False,4,False
dep_reuse,monaco-azure-logic-app-lang@0.2.7,1.0,1.0,False,4,False
dep_reach_plus_bundled_plus_peer,monaco-azure-logic-app-lang@0.2.7,1.0,1.0,False,4,False
dep_reuse_plus_bundled_plus_peer,monaco-azure-logic-app-lang@0.2.7,1.0,1.0,False,4,False
dep_reach,@zouloux/tsbundle@0.1.0,1.0,1.0,False,1,False
dep_reuse,@zouloux/tsbundle@0.1.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@zouloux/tsbundle@0.1.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@zouloux/tsbundle@0.1.0,1.0,1.0,False,1,False
dep_reach,@alexkuz/react-json-tree@0.5.3,1.0,1.0,False,50,True
dep_reuse,@alexkuz/react-json-tree@0.5.3,1.0,1.0,False,50,True
dep_reach_plus_bundled_plus_peer,@alexkuz/react-json-tree@0.5.3,1.0,1.0,False,50,True
dep_reuse_plus_bundled_plus_peer,@alexkuz/react-json-tree@0.5.3,1.0,1.0,False,50,True
dep_reach,@extra-array/is-value@2.9.64,1.0,1.0,False,1,False
dep_reuse,@extra-array/is-value@2.9.64,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@extra-array/is-value@2.9.64,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@extra-array/is-value@2.9.64,1.0,1.0,False,1,False
dep_reach,pushy-node@1.0.11,0.9846153846153847,0.9696969696969697,False,49,False
dep_reuse,pushy-node@1.0.11,1.0,1.0,False,49,False
dep_reach_plus_bundled_plus_peer,pushy-node@1.0.11,0.9846153846153847,0.9696969696969697,False,49,False
dep_reuse_plus_bundled_plus_peer,pushy-node@1.0.11,1.0,1.0,False,49,False
dep_reach,@bitcointrade/query-string-hoc@1.1.0,0.84375,0.7105263157894737,False,38,True
dep_reuse,@bitcointrade/query-string-hoc@1.1.0,0.9166666666666666,0.9166666666666666,False,38,True
dep_reach_plus_bundled_plus_peer,@bitcointrade/query-string-hoc@1.1.0,0.84375,0.7105263157894737,False,38,True
dep_reuse_plus_bundled_plus_peer,@bitcointrade/query-string-hoc@1.1.0,0.9166666666666666,0.9166666666666666,False,38,True
dep_reach,vue-cli-plugin-li-api@1.0.0,1.0,1.0,False,3,False
dep_reuse,vue-cli-plugin-li-api@1.0.0,1.0,1.0,False,3,False
dep_reach_plus_bundled_plus_peer,vue-cli-plugin-li-api@1.0.0,1.0,1.0,False,3,False
dep_reuse_plus_bundled_plus_peer,vue-cli-plugin-li-api@1.0.0,1.0,1.0,False,3,False
dep_reach,maureen1274@1.0.3,1.0,1.0,False,12,False
dep_reuse,maureen1274@1.0.3,1.0,1.0,False,12,False
dep_reach_plus_bundled_plus_peer,maureen1274@1.0.3,1.0,1.0,False,12,False
dep_reuse_plus_bundled_plus_peer,maureen1274@1.0.3,1.0,1.0,False,12,False
dep_reach,@quarks/voyager-backend-client-nodejs@1.0.79,0.9852941176470589,0.9710144927536232,False,56,False
dep_reuse,@quarks/voyager-backend-client-nodejs@1.0.79,1.0,1.0,False,56,False
dep_reach_plus_bundled_plus_peer,@quarks/voyager-backend-client-nodejs@1.0.79,0.9852941176470589,0.9710144927536232,False,56,False
dep_reuse_plus_bundled_plus_peer,@quarks/voyager-backend-client-nodejs@1.0.79,1.0,1.0,False,56,False
dep_reach,learhanxf345@1.0.0,1.0,1.0,False,1,False
dep_reuse,learhanxf345@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,learhanxf345@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,learhanxf345@1.0.0,1.0,1.0,False,1,False
dep_reach,@justinribeiro/lite-tiktok@0.1.0,1.0,1.0,False,1,False
dep_reuse,@justinribeiro/lite-tiktok@0.1.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@justinribeiro/lite-tiktok@0.1.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@justinribeiro/lite-tiktok@0.1.0,1.0,1.0,False,1,False
dep_reach,@yuuko/tiny-image@0.0.5,1.0,1.0,False,7,False
dep_reuse,@yuuko/tiny-image@0.0.5,1.0,1.0,False,7,False
dep_reach_plus_bundled_plus_peer,@yuuko/tiny-image@0.0.5,1.0,1.0,False,7,False
dep_reuse_plus_bundled_plus_peer,@yuuko/tiny-image@0.0.5,1.0,1.0,False,7,False
dep_reach,vue-toastr-2@0.0.10,1.0,1.0,False,1,False
dep_reuse,vue-toastr-2@0.0.10,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,vue-toastr-2@0.0.10,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,vue-toastr-2@0.0.10,1.0,1.0,False,1,False
dep_reach,@pluslab/gulp-fastlayout@1.0.0,0.9894455389811427,0.9881939564300773,False,575,True
dep_reuse,@pluslab/gulp-fastlayout@1.0.0,0.9895159020546017,0.9883336847283717,False,575,True
dep_reach_plus_bundled_plus_peer,@pluslab/gulp-fastlayout@1.0.0,0.9894455389811427,0.9881939564300773,False,575,True
dep_reuse_plus_bundled_plus_peer,@pluslab/gulp-fastlayout@1.0.0,0.9895159020546017,0.9883336847283717,False,575,True
dep_reach,@caedman/ngwu@0.0.181,1.0,1.0,False,2,False
dep_reuse,@caedman/ngwu@0.0.181,1.0,1.0,False,2,False
dep_reach_plus_bundled_plus_peer,@caedman/ngwu@0.0.181,1.0,1.0,False,2,False
dep_reuse_plus_bundled_plus_peer,@caedman/ngwu@0.0.181,1.0,1.0,False,2,False
dep_reach,peng41686@0.0.1,1.0,1.0,False,1,False
dep_reuse,peng41686@0.0.1,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,peng41686@0.0.1,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,peng41686@0.0.1,1.0,1.0,False,1,False
dep_reach,@kiva/kiva-protocol-ui-kit@1.0.2,0.8070866141732284,0.6184012066365008,False,198,True
dep_reuse,@kiva/kiva-protocol-ui-kit@1.0.2,0.9324546952224053,0.933993399339934,False,198,True
dep_reach_plus_bundled_plus_peer,@kiva/kiva-protocol-ui-kit@1.0.2,0.8070866141732284,0.6184012066365008,False,198,True
dep_reuse_plus_bundled_plus_peer,@kiva/kiva-protocol-ui-kit@1.0.2,0.9324546952224053,0.933993399339934,False,198,True
dep_reach,generator-cucumber-capybara@0.0.2,0.1390946947163485,0.1205078948601415,False,435,True
dep_reuse,generator-cucumber-capybara@0.0.2,0.9638643067846607,0.9295874822190612,False,435,True
dep_reach_plus_bundled_plus_peer,generator-cucumber-capybara@0.0.2,0.1390946947163485,0.1205078948601415,False,435,True
dep_reuse_plus_bundled_plus_peer,generator-cucumber-capybara@0.0.2,0.9638643067846607,0.9295874822190612,False,435,True
dep_reach,express-compile-sass@4.0.0,1.0,1.0,False,130,True
dep_reuse,express-compile-sass@4.0.0,1.0,1.0,False,130,True
dep_reach_plus_bundled_plus_peer,express-compile-sass@4.0.0,1.0,1.0,False,130,True
dep_reuse_plus_bundled_plus_peer,express-compile-sass@4.0.0,1.0,1.0,False,130,True
dep_reach,npc-engine@1.0.2,1.0,1.0,False,3,False
dep_reuse,npc-engine@1.0.2,1.0,1.0,False,3,False
dep_reach_plus_bundled_plus_peer,npc-engine@1.0.2,1.0,1.0,False,3,False
dep_reuse_plus_bundled_plus_peer,npc-engine@1.0.2,1.0,1.0,False,3,False
dep_reach,@star2020/piggy-uikit@0.1.8,0.8438661710037175,0.6984615384615385,False,91,True
dep_reuse,@star2020/piggy-uikit@0.1.8,0.9964664310954063,0.9929577464788732,False,91,True
dep_reach_plus_bundled_plus_peer,@star2020/piggy-uikit@0.1.8,0.8438661710037175,0.6984615384615385,False,91,True
dep_reuse_plus_bundled_plus_peer,@star2020/piggy-uikit@0.1.8,0.9964664310954063,0.9929577464788732,False,91,True
dep_reach,smc-label@1.0.5,1.0,1.0,False,11,True
dep_reuse,smc-label@1.0.5,1.0,1.0,False,11,True
dep_reach_plus_bundled_plus_peer,smc-label@1.0.5,1.0,1.0,False,11,True
dep_reuse_plus_bundled_plus_peer,smc-label@1.0.5,1.0,1.0,False,11,True
dep_reach,icat_pipeline@1.0.3,1.0,1.0,False,1,False
dep_reuse,icat_pipeline@1.0.3,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,icat_pipeline@1.0.3,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,icat_pipeline@1.0.3,1.0,1.0,False,1,False
dep_reach,pagelet4n@1.0.3,1.0,1.0,False,8,False
dep_reuse,pagelet4n@1.0.3,1.0,1.0,False,8,False
dep_reach_plus_bundled_plus_peer,pagelet4n@1.0.3,1.0,1.0,False,8,False
dep_reuse_plus_bundled_plus_peer,pagelet4n@1.0.3,1.0,1.0,False,8,False
dep_reach,@big-kahuna-burger/at-hash@1.0.4,1.0,1.0,False,1,False
dep_reuse,@big-kahuna-burger/at-hash@1.0.4,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@big-kahuna-burger/at-hash@1.0.4,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@big-kahuna-burger/at-hash@1.0.4,1.0,1.0,False,1,False
dep_reach,inu-multi@1.0.4,1.0,1.0,False,4,False
dep_reuse,inu-multi@1.0.4,1.0,1.0,False,4,False
dep_reach_plus_bundled_plus_peer,inu-multi@1.0.4,1.0,1.0,False,4,False
dep_reuse_plus_bundled_plus_peer,inu-multi@1.0.4,1.0,1.0,False,4,False
dep_reach,apeman-app-send@2.2.1,1.0,1.0,False,7,False
dep_reuse,apeman-app-send@2.2.1,1.0,1.0,False,7,False
dep_reach_plus_bundled_plus_peer,apeman-app-send@2.2.1,1.0,1.0,False,7,False
dep_reuse_plus_bundled_plus_peer,apeman-app-send@2.2.1,1.0,1.0,False,7,False
dep_reach,xdhqxdh@2018.7.23,1.0,1.0,False,1,False
dep_reuse,xdhqxdh@2018.7.23,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,xdhqxdh@2018.7.23,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,xdhqxdh@2018.7.23,1.0,1.0,False,1,False
dep_reach,@j50/test-mavon-editor@2.9.1,1.0,1.0,False,4,False
dep_reuse,@j50/test-mavon-editor@2.9.1,1.0,1.0,False,4,False
dep_reach_plus_bundled_plus_peer,@j50/test-mavon-editor@2.9.1,1.0,1.0,False,4,False
dep_reuse_plus_bundled_plus_peer,@j50/test-mavon-editor@2.9.1,1.0,1.0,False,4,False
dep_reach,@deboxsoft/users-apollo-link@1.1.2,0.5423728813559322,0.463768115942029,False,25,True
dep_reuse,@deboxsoft/users-apollo-link@1.1.2,0.711864406779661,0.711864406779661,False,25,True
dep_reach_plus_bundled_plus_peer,@deboxsoft/users-apollo-link@1.1.2,0.5423728813559322,0.463768115942029,False,25,True
dep_reuse_plus_bundled_plus_peer,@deboxsoft/users-apollo-link@1.1.2,0.711864406779661,0.711864406779661,False,25,True
dep_reach,modlr-vitepress-theme@1.0.7,0.4188679245283019,0.4157303370786517,False,33,True
dep_reuse,modlr-vitepress-theme@1.0.7,0.4188679245283019,0.4157303370786517,False,33,True
dep_reach_plus_bundled_plus_peer,modlr-vitepress-theme@1.0.7,0.4188679245283019,0.4157303370786517,False,33,True
dep_reuse_plus_bundled_plus_peer,modlr-vitepress-theme@1.0.7,0.4188679245283019,0.4157303370786517,False,33,True
dep_reach,ayk@1.0.0,1.0,1.0,False,1,False
dep_reuse,ayk@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,ayk@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,ayk@1.0.0,1.0,1.0,False,1,False
dep_reach,passport-req@0.1.1,1.0,1.0,False,4,False
dep_reuse,passport-req@0.1.1,1.0,1.0,False,4,False
dep_reach_plus_bundled_plus_peer,passport-req@0.1.1,1.0,1.0,False,4,False
dep_reuse_plus_bundled_plus_peer,passport-req@0.1.1,1.0,1.0,False,4,False
dep_reach,@ghslp/eslint-config@0.1.0,0.44910039722719836,0.2896323086196504,False,265,True
dep_reuse,@ghslp/eslint-config@0.1.0,0.9319407519939232,0.8935255990095404,False,265,True
dep_reach_plus_bundled_plus_peer,@ghslp/eslint-config@0.1.0,0.44910039722719836,0.2896323086196504,False,265,True
dep_reuse_plus_bundled_plus_peer,@ghslp/eslint-config@0.1.0,0.9319407519939232,0.8935255990095404,False,265,True
dep_reach,bi-logger-node-communities-blog-migration@0.0.0,1.0,1.0,False,1,False
dep_reuse,bi-logger-node-communities-blog-migration@0.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,bi-logger-node-communities-blog-migration@0.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,bi-logger-node-communities-blog-migration@0.0.0,1.0,1.0,False,1,False
dep_reach,process.js@0.0.2,1.0,1.0,False,2,False
dep_reuse,process.js@0.0.2,1.0,1.0,False,2,False
dep_reach_plus_bundled_plus_peer,process.js@0.0.2,1.0,1.0,False,2,False
dep_reuse_plus_bundled_plus_peer,process.js@0.0.2,1.0,1.0,False,2,False
dep_reach,@unbugcolen/redis-mutex@1.0.0,0.9590163934426229,0.9212598425196851,False,91,True
dep_reuse,@unbugcolen/redis-mutex@1.0.0,1.0,1.0,False,91,True
dep_reach_plus_bundled_plus_peer,@unbugcolen/redis-mutex@1.0.0,0.9590163934426229,0.9212598425196851,False,91,True
dep_reuse_plus_bundled_plus_peer,@unbugcolen/redis-mutex@1.0.0,1.0,1.0,False,91,True
dep_reach,radio-browser-api@5.2.5,1.0,1.0,False,1,False
dep_reuse,radio-browser-api@5.2.5,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,radio-browser-api@5.2.5,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,radio-browser-api@5.2.5,1.0,1.0,False,1,False
dep_reach,igniter@1.1.0,1.0,1.0,False,9,False
dep_reuse,igniter@1.1.0,1.0,1.0,False,9,False
dep_reach_plus_bundled_plus_peer,igniter@1.1.0,1.0,1.0,False,9,False
dep_reuse_plus_bundled_plus_peer,igniter@1.1.0,1.0,1.0,False,9,False
dep_reach,hwww@1.0.0,1.0,1.0,False,1,False
dep_reuse,hwww@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,hwww@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,hwww@1.0.0,1.0,1.0,False,1,False
dep_reach,@meta-cred/ui@0.1.2,0.9973520936631967,0.9973077108496287,False,421,True
dep_reuse,@meta-cred/ui@0.1.2,0.9973928877384135,0.9973891888684507,False,421,True
dep_reach_plus_bundled_plus_peer,@meta-cred/ui@0.1.2,0.9973520936631967,0.9973077108496287,False,421,True
dep_reuse_plus_bundled_plus_peer,@meta-cred/ui@0.1.2,0.9973928877384135,0.9973891888684507,False,421,True
dep_reach,static-server-dev@2.0.2,1.0,1.0,False,87,False
dep_reuse,static-server-dev@2.0.2,0.9915966386554622,0.9833333333333333,False,87,False
dep_reach_plus_bundled_plus_peer,static-server-dev@2.0.2,1.0,1.0,False,87,False
dep_reuse_plus_bundled_plus_peer,static-server-dev@2.0.2,0.9915966386554622,0.9833333333333333,False,87,False
dep_reach,@joseantoniolpz/lpzjs@1.1.0,1.0,1.0,False,1,False
dep_reuse,@joseantoniolpz/lpzjs@1.1.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@joseantoniolpz/lpzjs@1.1.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@joseantoniolpz/lpzjs@1.1.0,1.0,1.0,False,1,False
dep_reach,vergen@1.3.0,1.0,1.0,False,1,False
dep_reuse,vergen@1.3.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,vergen@1.3.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,vergen@1.3.0,1.0,1.0,False,1,False
dep_reach,marko-tester@9.6.4,0.9963874623693997,0.9928359683794467,False,542,True
dep_reuse,marko-tester@9.6.4,0.9986541526474234,0.9973471986417657,False,542,True
dep_reach_plus_bundled_plus_peer,marko-tester@9.6.4,0.9963874623693997,0.9928359683794467,False,542,True
dep_reuse_plus_bundled_plus_peer,marko-tester@9.6.4,0.9986541526474234,0.9973471986417657,False,542,True
dep_reach,@mountain-ui/react-components@0.11.2,0.8901098901098901,0.7788461538461539,False,79,True
dep_reuse,@mountain-ui/react-components@0.11.2,0.9973474801061007,0.9973474801061007,False,79,True
dep_reach_plus_bundled_plus_peer,@mountain-ui/react-components@0.11.2,0.8901098901098901,0.7788461538461539,False,79,True
dep_reuse_plus_bundled_plus_peer,@mountain-ui/react-components@0.11.2,0.9973474801061007,0.9973474801061007,False,79,True
dep_reach,arale-tip-old@1.1.4,1.0,1.0,False,11,False
dep_reuse,arale-tip-old@1.1.4,1.0,1.0,False,11,False
dep_reach_plus_bundled_plus_peer,arale-tip-old@1.1.4,1.0,1.0,False,11,False
dep_reuse_plus_bundled_plus_peer,arale-tip-old@1.1.4,1.0,1.0,False,11,False
dep_reach,playqueue@1.1.2,1.0,1.0,False,1,False
dep_reuse,playqueue@1.1.2,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,playqueue@1.1.2,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,playqueue@1.1.2,1.0,1.0,False,1,False
dep_reach,redux-initializer@1.0.1,0.9482758620689655,0.8878504672897196,False,124,True
dep_reuse,redux-initializer@1.0.1,1.0,1.0,False,124,True
dep_reach_plus_bundled_plus_peer,redux-initializer@1.0.1,0.9482758620689655,0.8878504672897196,False,124,True
dep_reuse_plus_bundled_plus_peer,redux-initializer@1.0.1,1.0,1.0,False,124,True
dep_reach,geterr@0.0.0,1.0,1.0,False,13,True
dep_reuse,geterr@0.0.0,1.0,1.0,False,13,True
dep_reach_plus_bundled_plus_peer,geterr@0.0.0,1.0,1.0,False,13,True
dep_reuse_plus_bundled_plus_peer,geterr@0.0.0,1.0,1.0,False,13,True
dep_reach,generator-marbles-craftinstall@1.4.3,0.9920760697305864,0.978125,False,246,False
dep_reuse,generator-marbles-craftinstall@1.4.3,1.0,1.0,False,246,False
dep_reach_plus_bundled_plus_peer,generator-marbles-craftinstall@1.4.3,0.9920760697305864,0.978125,False,246,False
dep_reuse_plus_bundled_plus_peer,generator-marbles-craftinstall@1.4.3,1.0,1.0,False,246,False
dep_reach,blue-select@1.1.0,1.0,1.0,False,1,False
dep_reuse,blue-select@1.1.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,blue-select@1.1.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,blue-select@1.1.0,1.0,1.0,False,1,False
dep_reach,oaat@1.4.2,0.9893617021276596,0.9789473684210527,False,69,False
dep_reuse,oaat@1.4.2,1.0,1.0,False,69,False
dep_reach_plus_bundled_plus_peer,oaat@1.4.2,0.9893617021276596,0.9789473684210527,False,69,False
dep_reuse_plus_bundled_plus_peer,oaat@1.4.2,1.0,1.0,False,69,False
dep_reach,@revgaming/events@1.0.5,1.0,1.0,False,1,False
dep_reuse,@revgaming/events@1.0.5,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@revgaming/events@1.0.5,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@revgaming/events@1.0.5,1.0,1.0,False,1,False
dep_reach,bui.css@0.3.0,1.0,1.0,False,2,False
dep_reuse,bui.css@0.3.0,1.0,1.0,False,2,False
dep_reach_plus_bundled_plus_peer,bui.css@0.3.0,1.0,1.0,False,2,False
dep_reuse_plus_bundled_plus_peer,bui.css@0.3.0,1.0,1.0,False,2,False
dep_reach,@qubic-js/web3-core-method@1.3.1,1.0,1.0,False,61,False
dep_reuse,@qubic-js/web3-core-method@1.3.1,1.0,1.0,False,61,False
dep_reach_plus_bundled_plus_peer,@qubic-js/web3-core-method@1.3.1,1.0,1.0,False,61,False
dep_reuse_plus_bundled_plus_peer,@qubic-js/web3-core-method@1.3.1,1.0,1.0,False,61,False
dep_reach,@into-the-fathom/wallet@1.1.0,1.0,1.0,False,37,False
dep_reuse,@into-the-fathom/wallet@1.1.0,1.0,1.0,False,37,False
dep_reach_plus_bundled_plus_peer,@into-the-fathom/wallet@1.1.0,1.0,1.0,False,37,False
dep_reuse_plus_bundled_plus_peer,@into-the-fathom/wallet@1.1.0,1.0,1.0,False,37,False
dep_reach,gs_nice_ble_payment@0.0.2,0.998344979771975,0.9970615243342517,False,480,True
dep_reuse,gs_nice_ble_payment@0.0.2,0.9840014711290915,0.968857504979178,False,480,True
dep_reach_plus_bundled_plus_peer,gs_nice_ble_payment@0.0.2,0.998344979771975,0.9970615243342517,False,480,True
dep_reuse_plus_bundled_plus_peer,gs_nice_ble_payment@0.0.2,0.9840014711290915,0.968857504979178,False,480,True
dep_reach,cryptobank@1.0.8,0.9991798236620874,0.9991798236620874,False,68,True
dep_reuse,cryptobank@1.0.8,0.9991798236620874,0.9991798236620874,False,68,True
dep_reach_plus_bundled_plus_peer,cryptobank@1.0.8,0.9991798236620874,0.9991798236620874,False,68,True
dep_reuse_plus_bundled_plus_peer,cryptobank@1.0.8,0.9991798236620874,0.9991798236620874,False,68,True
dep_reach,tuten-top-bar@1.2.12,0.5777310924369747,0.3321256038647343,False,53,True
dep_reuse,tuten-top-bar@1.2.12,0.9322555812163202,0.9023845007451565,False,53,True
dep_reach_plus_bundled_plus_peer,tuten-top-bar@1.2.12,0.5777310924369747,0.3321256038647343,False,53,True
dep_reuse_plus_bundled_plus_peer,tuten-top-bar@1.2.12,0.9322555812163202,0.9023845007451565,False,53,True
dep_reach,vue-quick-cli@0.0.2,1.0,1.0,False,132,False
dep_reuse,vue-quick-cli@0.0.2,1.0,1.0,False,132,False
dep_reach_plus_bundled_plus_peer,vue-quick-cli@0.0.2,1.0,1.0,False,132,False
dep_reuse_plus_bundled_plus_peer,vue-quick-cli@0.0.2,1.0,1.0,False,132,False
dep_reach,valhalla-boilerplates@3.0.0,1.0,1.0,False,6,False
dep_reuse,valhalla-boilerplates@3.0.0,1.0,1.0,False,6,False
dep_reach_plus_bundled_plus_peer,valhalla-boilerplates@3.0.0,1.0,1.0,False,6,False
dep_reuse_plus_bundled_plus_peer,valhalla-boilerplates@3.0.0,1.0,1.0,False,6,False
dep_reach,@mdxprograms/ez@1.0.4,1.0,1.0,False,34,False
dep_reuse,@mdxprograms/ez@1.0.4,1.0,1.0,False,34,False
dep_reach_plus_bundled_plus_peer,@mdxprograms/ez@1.0.4,1.0,1.0,False,34,False
dep_reuse_plus_bundled_plus_peer,@mdxprograms/ez@1.0.4,1.0,1.0,False,34,False
dep_reach,react-typo-typingmaster@1.0.3,1.0,1.0,False,9,True
dep_reuse,react-typo-typingmaster@1.0.3,1.0,1.0,False,9,True
dep_reach_plus_bundled_plus_peer,react-typo-typingmaster@1.0.3,1.0,1.0,False,9,True
dep_reuse_plus_bundled_plus_peer,react-typo-typingmaster@1.0.3,1.0,1.0,False,9,True
dep_reach,@mangar2/messageservice@1.1.2,0.015625,0.015625,False,1,False
dep_reuse,@mangar2/messageservice@1.1.2,0.015625,0.015625,False,1,False
dep_reach_plus_bundled_plus_peer,@mangar2/messageservice@1.1.2,0.015625,0.015625,False,1,False
dep_reuse_plus_bundled_plus_peer,@mangar2/messageservice@1.1.2,0.015625,0.015625,False,1,False
dep_reach,ng-capsule9@0.0.1,0.6596385542168675,0.5165094339622641,False,34,True
dep_reuse,ng-capsule9@0.0.1,0.9569230769230769,0.9569230769230769,False,34,True
dep_reach_plus_bundled_plus_peer,ng-capsule9@0.0.1,0.6596385542168675,0.5165094339622641,False,34,True
dep_reuse_plus_bundled_plus_peer,ng-capsule9@0.0.1,0.9569230769230769,0.9569230769230769,False,34,True
dep_reach,bee-slider@1.0.3,0.3049645390070922,0.3049645390070922,False,31,True
dep_reuse,bee-slider@1.0.3,0.2670807453416149,0.2670807453416149,False,31,True
dep_reach_plus_bundled_plus_peer,bee-slider@1.0.3,0.3049645390070922,0.3049645390070922,False,31,True
dep_reuse_plus_bundled_plus_peer,bee-slider@1.0.3,0.2670807453416149,0.2670807453416149,False,31,True
dep_reach,janus-proxy@1.0.0,0.8985638504334326,0.8161946174638618,False,745,True
dep_reuse,janus-proxy@1.0.0,0.964156314699793,0.9311422144463884,False,745,True
dep_reach_plus_bundled_plus_peer,janus-proxy@1.0.0,0.8985638504334326,0.8161946174638618,False,745,True
dep_reuse_plus_bundled_plus_peer,janus-proxy@1.0.0,0.964156314699793,0.9311422144463884,False,745,True
dep_reach,make-react-npm@0.3.25,1.0,1.0,False,5,False
dep_reuse,make-react-npm@0.3.25,1.0,1.0,False,5,False
dep_reach_plus_bundled_plus_peer,make-react-npm@0.3.25,1.0,1.0,False,5,False
