resolution_stategy,dep_key,tree_accurarcy,overlap_tree,contains_bundled,nmb_npm_deps,contains_optionals_and_peers
dep_reuse_plus_bundled_plus_peer,@heavyflex/pace@1.0.0,1.0,1.0,False,1,False
dep_reach,react-router-class-tools@0.1.2,1.0,1.0,False,17,True
dep_reuse,react-router-class-tools@0.1.2,1.0,1.0,False,17,True
dep_reach_plus_bundled_plus_peer,react-router-class-tools@0.1.2,1.0,1.0,False,17,True
dep_reuse_plus_bundled_plus_peer,react-router-class-tools@0.1.2,1.0,1.0,False,17,True
dep_reach,@bebraw/extract-react-types@0.16.2,0.4241110147441457,0.31226053639846746,False,112,False
dep_reuse,@bebraw/extract-react-types@0.16.2,1.0,0.9988962472406181,False,112,False
dep_reach_plus_bundled_plus_peer,@bebraw/extract-react-types@0.16.2,0.4241110147441457,0.31226053639846746,False,112,False
dep_reuse_plus_bundled_plus_peer,@bebraw/extract-react-types@0.16.2,1.0,0.9988962472406181,False,112,False
dep_reach,lsynci@0.1.0,1.0,1.0,False,6,False
dep_reuse,lsynci@0.1.0,1.0,1.0,False,6,False
dep_reach_plus_bundled_plus_peer,lsynci@0.1.0,1.0,1.0,False,6,False
dep_reuse_plus_bundled_plus_peer,lsynci@0.1.0,1.0,1.0,False,6,False
dep_reach,@dhruval/dk-date-input@1.0.1,1.0,1.0,False,33,False
dep_reuse,@dhruval/dk-date-input@1.0.1,1.0,1.0,False,33,False
dep_reach_plus_bundled_plus_peer,@dhruval/dk-date-input@1.0.1,1.0,1.0,False,33,False
dep_reuse_plus_bundled_plus_peer,@dhruval/dk-date-input@1.0.1,1.0,1.0,False,33,False
dep_reach,grunt-connect@0.2.0,1.0,1.0,False,15,False
dep_reuse,grunt-connect@0.2.0,1.0,1.0,False,15,False
dep_reach_plus_bundled_plus_peer,grunt-connect@0.2.0,1.0,1.0,False,15,False
dep_reuse_plus_bundled_plus_peer,grunt-connect@0.2.0,1.0,1.0,False,15,False
dep_reach,react-uc@0.0.0,1.0,1.0,False,1,False
dep_reuse,react-uc@0.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,react-uc@0.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,react-uc@0.0.0,1.0,1.0,False,1,False
dep_reach,@hyper.fun/fa-eye-slash-regular@1.3.0,1.0,1.0,False,2,True
dep_reuse,@hyper.fun/fa-eye-slash-regular@1.3.0,1.0,1.0,False,2,True
dep_reach_plus_bundled_plus_peer,@hyper.fun/fa-eye-slash-regular@1.3.0,1.0,1.0,False,2,True
dep_reuse_plus_bundled_plus_peer,@hyper.fun/fa-eye-slash-regular@1.3.0,1.0,1.0,False,2,True
dep_reach,batgirl@0.0.6,1.0,1.0,False,4,False
dep_reuse,batgirl@0.0.6,1.0,1.0,False,4,False
dep_reach_plus_bundled_plus_peer,batgirl@0.0.6,1.0,1.0,False,4,False
dep_reuse_plus_bundled_plus_peer,batgirl@0.0.6,1.0,1.0,False,4,False
dep_reach,vinhtan-9@1.0.0,1.0,1.0,False,1,False
dep_reuse,vinhtan-9@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,vinhtan-9@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,vinhtan-9@1.0.0,1.0,1.0,False,1,False
dep_reach,division@0.4.5,1.0,1.0,False,1,False
dep_reuse,division@0.4.5,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,division@0.4.5,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,division@0.4.5,1.0,1.0,False,1,False
dep_reach,couchmagick@0.1.1,0.6521739130434783,0.5042016806722689,False,64,True
dep_reuse,couchmagick@0.1.1,0.6521739130434783,0.5042016806722689,False,64,True
dep_reach_plus_bundled_plus_peer,couchmagick@0.1.1,0.6521739130434783,0.5042016806722689,False,64,True
dep_reuse_plus_bundled_plus_peer,couchmagick@0.1.1,0.6521739130434783,0.5042016806722689,False,64,True
dep_reach,test3js-utils@1.0.5,1.0,1.0,False,44,False
dep_reuse,test3js-utils@1.0.5,1.0,1.0,False,44,False
dep_reach_plus_bundled_plus_peer,test3js-utils@1.0.5,1.0,1.0,False,44,False
dep_reuse_plus_bundled_plus_peer,test3js-utils@1.0.5,1.0,1.0,False,44,False
dep_reach,father-demo-1@1.0.3,1.0,1.0,False,6,True
dep_reuse,father-demo-1@1.0.3,1.0,1.0,False,6,True
dep_reach_plus_bundled_plus_peer,father-demo-1@1.0.3,1.0,1.0,False,6,True
dep_reuse_plus_bundled_plus_peer,father-demo-1@1.0.3,1.0,1.0,False,6,True
dep_reach,eslint-config-nava@11.0.0,0.9327496047671167,0.9316166646422932,False,188,True
dep_reuse,eslint-config-nava@11.0.0,0.9308038428797276,0.9278700448539217,False,188,True
dep_reach_plus_bundled_plus_peer,eslint-config-nava@11.0.0,0.9327496047671167,0.9316166646422932,False,188,True
dep_reuse_plus_bundled_plus_peer,eslint-config-nava@11.0.0,0.9308038428797276,0.9278700448539217,False,188,True
dep_reach,quantumgame@1.0.0,1.0,1.0,False,1,False
dep_reuse,quantumgame@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,quantumgame@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,quantumgame@1.0.0,1.0,1.0,False,1,False
dep_reach,rev-polish-notation@1.0.5,1.0,0.5,False,2,False
dep_reuse,rev-polish-notation@1.0.5,1.0,0.5,False,2,False
dep_reach_plus_bundled_plus_peer,rev-polish-notation@1.0.5,1.0,0.5,False,2,False
dep_reuse_plus_bundled_plus_peer,rev-polish-notation@1.0.5,1.0,0.5,False,2,False
dep_reach,objnest@1.2.4,1.0,1.0,False,2,False
dep_reuse,objnest@1.2.4,1.0,1.0,False,2,False
dep_reach_plus_bundled_plus_peer,objnest@1.2.4,1.0,1.0,False,2,False
dep_reuse_plus_bundled_plus_peer,objnest@1.2.4,1.0,1.0,False,2,False
dep_reach,@extra-array/search-all.min@2.10.19,1.0,1.0,False,1,False
dep_reuse,@extra-array/search-all.min@2.10.19,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@extra-array/search-all.min@2.10.19,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@extra-array/search-all.min@2.10.19,1.0,1.0,False,1,False
dep_reach,@openapi-generator-plus/typescript-fetch-client-generator2@0.3.2,1.0,1.0,False,35,True
dep_reuse,@openapi-generator-plus/typescript-fetch-client-generator2@0.3.2,1.0,1.0,False,35,True
dep_reach_plus_bundled_plus_peer,@openapi-generator-plus/typescript-fetch-client-generator2@0.3.2,1.0,1.0,False,35,True
dep_reuse_plus_bundled_plus_peer,@openapi-generator-plus/typescript-fetch-client-generator2@0.3.2,1.0,1.0,False,35,True
dep_reach,jsqrgen@2.1.1,1.0,1.0,False,1,False
dep_reuse,jsqrgen@2.1.1,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,jsqrgen@2.1.1,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,jsqrgen@2.1.1,1.0,1.0,False,1,False
dep_reach,wood0928@0.1.1,1.0,1.0,False,1,False
dep_reuse,wood0928@0.1.1,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,wood0928@0.1.1,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,wood0928@0.1.1,1.0,1.0,False,1,False
dep_reach,@owlprotocol/web3-redux@0.1.8,0.5990154583248289,0.5961751262929997,False,395,True
dep_reuse,@owlprotocol/web3-redux@0.1.8,0.5990595047226184,0.5962460640339575,False,395,True
dep_reach_plus_bundled_plus_peer,@owlprotocol/web3-redux@0.1.8,0.5990154583248289,0.5961751262929997,False,395,True
dep_reuse_plus_bundled_plus_peer,@owlprotocol/web3-redux@0.1.8,0.5990595047226184,0.5962460640339575,False,395,True
dep_reach,@zzzzbov/fs@0.0.1,1.0,1.0,False,19,False
dep_reuse,@zzzzbov/fs@0.0.1,1.0,1.0,False,19,False
dep_reach_plus_bundled_plus_peer,@zzzzbov/fs@0.0.1,1.0,1.0,False,19,False
dep_reuse_plus_bundled_plus_peer,@zzzzbov/fs@0.0.1,1.0,1.0,False,19,False
dep_reach,theo-plugin-formats@0.1.7,1.0,1.0,False,2,False
dep_reuse,theo-plugin-formats@0.1.7,1.0,1.0,False,2,False
dep_reach_plus_bundled_plus_peer,theo-plugin-formats@0.1.7,1.0,1.0,False,2,False
dep_reuse_plus_bundled_plus_peer,theo-plugin-formats@0.1.7,1.0,1.0,False,2,False
dep_reach,karekod-parser@1.0.7,1.0,1.0,False,2,False
dep_reuse,karekod-parser@1.0.7,1.0,1.0,False,2,False
dep_reach_plus_bundled_plus_peer,karekod-parser@1.0.7,1.0,1.0,False,2,False
dep_reuse_plus_bundled_plus_peer,karekod-parser@1.0.7,1.0,1.0,False,2,False
dep_reach,vue-cropper-h5@2.0.1,0.9863013698630136,0.9863013698630136,False,23,True
dep_reuse,vue-cropper-h5@2.0.1,0.9863013698630136,0.9863013698630136,False,23,True
dep_reach_plus_bundled_plus_peer,vue-cropper-h5@2.0.1,0.9863013698630136,0.9863013698630136,False,23,True
dep_reuse_plus_bundled_plus_peer,vue-cropper-h5@2.0.1,0.9863013698630136,0.9863013698630136,False,23,True
dep_reach,react-socket.io-kit@0.0.2,0.8333333333333334,0.8333333333333334,False,14,True
dep_reuse,react-socket.io-kit@0.0.2,0.8333333333333334,0.8333333333333334,False,14,True
dep_reach_plus_bundled_plus_peer,react-socket.io-kit@0.0.2,0.8333333333333334,0.8333333333333334,False,14,True
dep_reuse_plus_bundled_plus_peer,react-socket.io-kit@0.0.2,0.8333333333333334,0.8333333333333334,False,14,True
dep_reach,vue-ui-swipe@1.0.2,1.0,1.0,False,1,False
dep_reuse,vue-ui-swipe@1.0.2,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,vue-ui-swipe@1.0.2,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,vue-ui-swipe@1.0.2,1.0,1.0,False,1,False
dep_reach,@baont0209/pibridge_uikit_v20@2.1.7,0.873015873015873,0.746606334841629,False,76,True
dep_reuse,@baont0209/pibridge_uikit_v20@2.1.7,1.0,1.0,False,76,True
dep_reach_plus_bundled_plus_peer,@baont0209/pibridge_uikit_v20@2.1.7,0.873015873015873,0.746606334841629,False,76,True
dep_reuse_plus_bundled_plus_peer,@baont0209/pibridge_uikit_v20@2.1.7,1.0,1.0,False,76,True
dep_reach,snarkit2@0.2.0,1.0,1.0,False,96,False
dep_reuse,snarkit2@0.2.0,1.0,1.0,False,96,False
dep_reach_plus_bundled_plus_peer,snarkit2@0.2.0,1.0,1.0,False,96,False
dep_reuse_plus_bundled_plus_peer,snarkit2@0.2.0,1.0,1.0,False,96,False
dep_reach,strapi-sharp@1.0.3,0.9932030586236194,0.9856661045531198,False,381,False
dep_reuse,strapi-sharp@1.0.3,1.0,1.0,False,381,False
dep_reach_plus_bundled_plus_peer,strapi-sharp@1.0.3,0.9932030586236194,0.9856661045531198,False,381,False
dep_reuse_plus_bundled_plus_peer,strapi-sharp@1.0.3,1.0,1.0,False,381,False
dep_reach,netlify-plugin-csp-generator@1.5.0,0.5576923076923077,0.5576923076923077,False,90,True
dep_reuse,netlify-plugin-csp-generator@1.5.0,0.5576923076923077,0.5576923076923077,False,90,True
dep_reach_plus_bundled_plus_peer,netlify-plugin-csp-generator@1.5.0,0.5576923076923077,0.5576923076923077,False,90,True
dep_reuse_plus_bundled_plus_peer,netlify-plugin-csp-generator@1.5.0,0.5576923076923077,0.5576923076923077,False,90,True
dep_reach,verktyget@0.0.49,1.0,1.0,False,1,False
dep_reuse,verktyget@0.0.49,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,verktyget@0.0.49,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,verktyget@0.0.49,1.0,1.0,False,1,False
dep_reach,@homeservenow/serverless-aws-handler@0.2.4,1.0,1.0,False,2,False
dep_reuse,@homeservenow/serverless-aws-handler@0.2.4,1.0,1.0,False,2,False
dep_reach_plus_bundled_plus_peer,@homeservenow/serverless-aws-handler@0.2.4,1.0,1.0,False,2,False
dep_reuse_plus_bundled_plus_peer,@homeservenow/serverless-aws-handler@0.2.4,1.0,1.0,False,2,False
dep_reach,coc-pydocstring@0.8.2,1.0,1.0,False,1,False
dep_reuse,coc-pydocstring@0.8.2,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,coc-pydocstring@0.8.2,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,coc-pydocstring@0.8.2,1.0,1.0,False,1,False
dep_reach,@marko.hlapcic/get-type-test-try5@1.0.0,1.0,1.0,False,2,False
dep_reuse,@marko.hlapcic/get-type-test-try5@1.0.0,1.0,1.0,False,2,False
dep_reach_plus_bundled_plus_peer,@marko.hlapcic/get-type-test-try5@1.0.0,1.0,1.0,False,2,False
dep_reuse_plus_bundled_plus_peer,@marko.hlapcic/get-type-test-try5@1.0.0,1.0,1.0,False,2,False
dep_reach,@nickgeorge/package.b@1.0.0,1.0,1.0,False,1,False
dep_reuse,@nickgeorge/package.b@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,@nickgeorge/package.b@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,@nickgeorge/package.b@1.0.0,1.0,1.0,False,1,False
dep_reach,lindaikeji@1.0.9,0.9776785714285714,0.9521739130434783,False,117,False
dep_reuse,lindaikeji@1.0.9,1.0,0.9955555555555555,False,117,False
dep_reach_plus_bundled_plus_peer,lindaikeji@1.0.9,0.9776785714285714,0.9521739130434783,False,117,False
dep_reuse_plus_bundled_plus_peer,lindaikeji@1.0.9,1.0,0.9955555555555555,False,117,False
dep_reach,@form8ion/slidev@1.0.1,1.0,1.0,False,19,False
dep_reuse,@form8ion/slidev@1.0.1,1.0,1.0,False,19,False
dep_reach_plus_bundled_plus_peer,@form8ion/slidev@1.0.1,1.0,1.0,False,19,False
dep_reuse_plus_bundled_plus_peer,@form8ion/slidev@1.0.1,1.0,1.0,False,19,False
dep_reach,larave-realtime-database-vuex@1.0.0,1.0,1.0,False,1,False
dep_reuse,larave-realtime-database-vuex@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,larave-realtime-database-vuex@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,larave-realtime-database-vuex@1.0.0,1.0,1.0,False,1,False
dep_reach,qinxiaoxianyuyuyuyuyuyu@1.0.0,1.0,1.0,False,1,False
dep_reuse,qinxiaoxianyuyuyuyuyuyu@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,qinxiaoxianyuyuyuyuyuyu@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,qinxiaoxianyuyuyuyuyuyu@1.0.0,1.0,1.0,False,1,False
dep_reach,sevenmentor-uniuenamehai@1.0.0,1.0,1.0,False,1,False
dep_reuse,sevenmentor-uniuenamehai@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,sevenmentor-uniuenamehai@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,sevenmentor-uniuenamehai@1.0.0,1.0,1.0,False,1,False
dep_reach,elegant-icons-sass@0.7.0,1.0,1.0,False,1,False
dep_reuse,elegant-icons-sass@0.7.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,elegant-icons-sass@0.7.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,elegant-icons-sass@0.7.0,1.0,1.0,False,1,False
dep_reach,lambda-rate-limiter@2.4.37,1.0,1.0,False,3,False
dep_reuse,lambda-rate-limiter@2.4.37,1.0,1.0,False,3,False
dep_reach_plus_bundled_plus_peer,lambda-rate-limiter@2.4.37,1.0,1.0,False,3,False
dep_reuse_plus_bundled_plus_peer,lambda-rate-limiter@2.4.37,1.0,1.0,False,3,False
dep_reach,@hyper.fun/material-icon-construction-outlined@1.3.0,1.0,1.0,False,2,True
dep_reuse,@hyper.fun/material-icon-construction-outlined@1.3.0,1.0,1.0,False,2,True
dep_reach_plus_bundled_plus_peer,@hyper.fun/material-icon-construction-outlined@1.3.0,1.0,1.0,False,2,True
dep_reuse_plus_bundled_plus_peer,@hyper.fun/material-icon-construction-outlined@1.3.0,1.0,1.0,False,2,True
dep_reach,generator-sails-coffee@0.0.8,0.49182912844036697,0.48944365192582023,False,628,True
dep_reuse,generator-sails-coffee@0.0.8,0.4933390631714654,0.49185946872322195,False,628,True
dep_reach_plus_bundled_plus_peer,generator-sails-coffee@0.0.8,0.49182912844036697,0.48944365192582023,False,628,True
dep_reuse_plus_bundled_plus_peer,generator-sails-coffee@0.0.8,0.4933390631714654,0.49185946872322195,False,628,True
dep_reach,kittysay@1.0.4,1.0,1.0,False,2,False
dep_reuse,kittysay@1.0.4,1.0,1.0,False,2,False
dep_reach_plus_bundled_plus_peer,kittysay@1.0.4,1.0,1.0,False,2,False
dep_reuse_plus_bundled_plus_peer,kittysay@1.0.4,1.0,1.0,False,2,False
dep_reach,@ghadje/macaw-ui@0.0.6,0.88360814742968,0.811219946571683,False,60,True
dep_reuse,@ghadje/macaw-ui@0.0.6,0.9316888045540797,0.9134883720930232,False,60,True
dep_reach_plus_bundled_plus_peer,@ghadje/macaw-ui@0.0.6,0.88360814742968,0.811219946571683,False,60,True
dep_reuse_plus_bundled_plus_peer,@ghadje/macaw-ui@0.0.6,0.9316888045540797,0.9134883720930232,False,60,True
dep_reach,@mka142/ckeditor5-video@29.0.2,1.0,1.0,False,15,False
dep_reuse,@mka142/ckeditor5-video@29.0.2,1.0,1.0,False,15,False
dep_reach_plus_bundled_plus_peer,@mka142/ckeditor5-video@29.0.2,1.0,1.0,False,15,False
dep_reuse_plus_bundled_plus_peer,@mka142/ckeditor5-video@29.0.2,1.0,1.0,False,15,False
dep_reach,cordova-cli-lib@0.6.0,1.0,1.0,False,5,False
dep_reuse,cordova-cli-lib@0.6.0,1.0,1.0,False,5,False
dep_reach_plus_bundled_plus_peer,cordova-cli-lib@0.6.0,1.0,1.0,False,5,False
dep_reuse_plus_bundled_plus_peer,cordova-cli-lib@0.6.0,1.0,1.0,False,5,False
dep_reach,eslint-config-civa86@2.0.0,1.0,1.0,False,111,True
dep_reuse,eslint-config-civa86@2.0.0,1.0,1.0,False,111,True
dep_reach_plus_bundled_plus_peer,eslint-config-civa86@2.0.0,1.0,1.0,False,111,True
dep_reuse_plus_bundled_plus_peer,eslint-config-civa86@2.0.0,1.0,1.0,False,111,True
dep_reach,newloggerpack@1.0.0,1.0,1.0,False,3,True
dep_reuse,newloggerpack@1.0.0,1.0,1.0,False,3,True
dep_reach_plus_bundled_plus_peer,newloggerpack@1.0.0,1.0,1.0,False,3,True
dep_reuse_plus_bundled_plus_peer,newloggerpack@1.0.0,1.0,1.0,False,3,True
dep_reach,commonform-treeify-annotations@0.1.2,1.0,1.0,False,3,False
dep_reuse,commonform-treeify-annotations@0.1.2,1.0,1.0,False,3,False
dep_reach_plus_bundled_plus_peer,commonform-treeify-annotations@0.1.2,1.0,1.0,False,3,False
dep_reuse_plus_bundled_plus_peer,commonform-treeify-annotations@0.1.2,1.0,1.0,False,3,False
dep_reach,@halobear/vue-request@1.1.0,1.0,1.0,False,17,False
dep_reuse,@halobear/vue-request@1.1.0,1.0,1.0,False,17,False
dep_reach_plus_bundled_plus_peer,@halobear/vue-request@1.1.0,1.0,1.0,False,17,False
dep_reuse_plus_bundled_plus_peer,@halobear/vue-request@1.1.0,1.0,1.0,False,17,False
dep_reach,reduce-extract@1.0.0,1.0,1.0,False,4,False
dep_reuse,reduce-extract@1.0.0,1.0,1.0,False,4,False
dep_reach_plus_bundled_plus_peer,reduce-extract@1.0.0,1.0,1.0,False,4,False
dep_reuse_plus_bundled_plus_peer,reduce-extract@1.0.0,1.0,1.0,False,4,False
dep_reach,vue-i18n-extract@0.4.14,1.0,1.0,False,48,True
dep_reuse,vue-i18n-extract@0.4.14,1.0,1.0,False,48,True
dep_reach_plus_bundled_plus_peer,vue-i18n-extract@0.4.14,1.0,1.0,False,48,True
dep_reuse_plus_bundled_plus_peer,vue-i18n-extract@0.4.14,1.0,1.0,False,48,True
dep_reach,cjz-mall-demo@0.1.0,0.45038167938931295,0.4244604316546763,False,45,True
dep_reuse,cjz-mall-demo@0.1.0,0.9855072463768116,1.0,False,45,True
dep_reach_plus_bundled_plus_peer,cjz-mall-demo@0.1.0,0.45038167938931295,0.4244604316546763,False,45,True
dep_reuse_plus_bundled_plus_peer,cjz-mall-demo@0.1.0,0.9855072463768116,1.0,False,45,True
dep_reach,govin-twikoo-vercel@1.5.11,0.532394366197183,0.45323741007194246,False,145,True
dep_reuse,govin-twikoo-vercel@1.5.11,0.5802816901408451,0.515,False,145,True
dep_reach_plus_bundled_plus_peer,govin-twikoo-vercel@1.5.11,0.532394366197183,0.45323741007194246,False,145,True
dep_reuse_plus_bundled_plus_peer,govin-twikoo-vercel@1.5.11,0.5802816901408451,0.515,False,145,True
dep_reach,@switt/react-native-tensorflow-lite@0.5.8,0.9941460171888673,0.7656237756173501,False,594,True
dep_reuse,@switt/react-native-tensorflow-lite@0.5.8,0.9942138501299,0.7657160171984139,False,594,True
dep_reach_plus_bundled_plus_peer,@switt/react-native-tensorflow-lite@0.5.8,0.9941460171888673,0.7656237756173501,False,594,True
dep_reuse_plus_bundled_plus_peer,@switt/react-native-tensorflow-lite@0.5.8,0.9942138501299,0.7657160171984139,False,594,True
dep_reach,login-plugin-lib@0.0.1,1.0,1.0,False,6,True
dep_reuse,login-plugin-lib@0.0.1,1.0,1.0,False,6,True
dep_reach_plus_bundled_plus_peer,login-plugin-lib@0.0.1,1.0,1.0,False,6,True
dep_reuse_plus_bundled_plus_peer,login-plugin-lib@0.0.1,1.0,1.0,False,6,True
dep_reach,@formio/api@0.6.10,0.9787234042553191,0.26900584795321636,False,177,True
dep_reuse,@formio/api@0.6.10,0.9893617021276596,0.2727272727272727,False,177,True
dep_reach_plus_bundled_plus_peer,@formio/api@0.6.10,0.9787234042553191,0.26900584795321636,False,177,True
dep_reuse_plus_bundled_plus_peer,@formio/api@0.6.10,0.9893617021276596,0.2727272727272727,False,177,True
dep_reach,spotify-wrapper-jswithtddcourse@2.0.2,0.9970578620464204,0.9957557949722494,False,297,True
dep_reuse,spotify-wrapper-jswithtddcourse@2.0.2,0.9398102715080144,0.8872760963557752,False,297,True
dep_reach_plus_bundled_plus_peer,spotify-wrapper-jswithtddcourse@2.0.2,0.9970578620464204,0.9957557949722494,False,297,True
dep_reuse_plus_bundled_plus_peer,spotify-wrapper-jswithtddcourse@2.0.2,0.9398102715080144,0.8872760963557752,False,297,True
dep_reach,viewlift-logger@1.1.0,0.9821428571428571,0.9649122807017544,False,40,False
dep_reuse,viewlift-logger@1.1.0,1.0,1.0,False,40,False
dep_reach_plus_bundled_plus_peer,viewlift-logger@1.1.0,0.9821428571428571,0.9649122807017544,False,40,False
dep_reuse_plus_bundled_plus_peer,viewlift-logger@1.1.0,1.0,1.0,False,40,False
dep_reach,azj-cli@0.0.1,1.0,1.0,False,1,False
dep_reuse,azj-cli@0.0.1,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,azj-cli@0.0.1,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,azj-cli@0.0.1,1.0,1.0,False,1,False
dep_reach,mdbm@1.0.0,1.0,1.0,False,1,False
dep_reuse,mdbm@1.0.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,mdbm@1.0.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,mdbm@1.0.0,1.0,1.0,False,1,False
dep_reach,json-print@0.0.5,1.0,1.0,False,1,False
dep_reuse,json-print@0.0.5,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,json-print@0.0.5,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,json-print@0.0.5,1.0,1.0,False,1,False
dep_reach,stonejs@1.0.1,1.0,1.0,False,1,False
dep_reuse,stonejs@1.0.1,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,stonejs@1.0.1,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,stonejs@1.0.1,1.0,1.0,False,1,False
dep_reach,react-vonder-components@1.0.4,0.6511015325670498,0.42731415998742733,False,115,True
dep_reuse,react-vonder-components@1.0.4,0.8709620163294285,0.8711166341203621,False,115,True
dep_reach_plus_bundled_plus_peer,react-vonder-components@1.0.4,0.6511015325670498,0.42731415998742733,False,115,True
dep_reuse_plus_bundled_plus_peer,react-vonder-components@1.0.4,0.8709620163294285,0.8711166341203621,False,115,True
dep_reach,hdl@0.0.3,1.0,1.0,False,3,False
dep_reuse,hdl@0.0.3,1.0,1.0,False,3,False
dep_reach_plus_bundled_plus_peer,hdl@0.0.3,1.0,1.0,False,3,False
dep_reuse_plus_bundled_plus_peer,hdl@0.0.3,1.0,1.0,False,3,False
dep_reach,alp-errors@1.0.0,1.0,1.0,False,16,False
dep_reuse,alp-errors@1.0.0,1.0,1.0,False,16,False
dep_reach_plus_bundled_plus_peer,alp-errors@1.0.0,1.0,1.0,False,16,False
dep_reuse_plus_bundled_plus_peer,alp-errors@1.0.0,1.0,1.0,False,16,False
dep_reach,bin-file@0.1.0,1.0,1.0,False,1,False
dep_reuse,bin-file@0.1.0,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,bin-file@0.1.0,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,bin-file@0.1.0,1.0,1.0,False,1,False
dep_reach,ppjs-parser@0.2.0,1.0,1.0,False,16,True
dep_reuse,ppjs-parser@0.2.0,1.0,1.0,False,16,True
dep_reach_plus_bundled_plus_peer,ppjs-parser@0.2.0,1.0,1.0,False,16,True
dep_reuse_plus_bundled_plus_peer,ppjs-parser@0.2.0,1.0,1.0,False,16,True
dep_reach,@hyper.fun/material-icon-mood-bad-filled@1.3.0,1.0,1.0,False,2,True
dep_reuse,@hyper.fun/material-icon-mood-bad-filled@1.3.0,1.0,1.0,False,2,True
dep_reach_plus_bundled_plus_peer,@hyper.fun/material-icon-mood-bad-filled@1.3.0,1.0,1.0,False,2,True
dep_reuse_plus_bundled_plus_peer,@hyper.fun/material-icon-mood-bad-filled@1.3.0,1.0,1.0,False,2,True
dep_reach,@hyper.fun/ionicons4-ios-flame@1.3.0,1.0,1.0,False,2,True
dep_reuse,@hyper.fun/ionicons4-ios-flame@1.3.0,1.0,1.0,False,2,True
dep_reach_plus_bundled_plus_peer,@hyper.fun/ionicons4-ios-flame@1.3.0,1.0,1.0,False,2,True
dep_reuse_plus_bundled_plus_peer,@hyper.fun/ionicons4-ios-flame@1.3.0,1.0,1.0,False,2,True
dep_reach,react-native-kmnativemoudle@1.0.1,1.0,1.0,False,1,False
dep_reuse,react-native-kmnativemoudle@1.0.1,1.0,1.0,False,1,False
dep_reach_plus_bundled_plus_peer,react-native-kmnativemoudle@1.0.1,1.0,1.0,False,1,False
dep_reuse_plus_bundled_plus_peer,react-native-kmnativemoudle@1.0.1,1.0,1.0,False,1,False
dep_reach,gulp-fixtures2js@0.0.1,1.0,1.0,False,91,False
dep_reuse,gulp-fixtures2js@0.0.1,1.0,1.0,False,91,False
dep_reach_plus_bundled_plus_peer,gulp-fixtures2js@0.0.1,1.0,1.0,False,91,False
dep_reuse_plus_bundled_plus_peer,gulp-fixtures2js@0.0.1,1.0,1.0,False,91,False
dep_reach,zp-pub1-0990b@4.0.1647517434,1.0,1.0,False,1,False
dep_reuse,zp-pub1-0990b@4.0.1647517434,1.0,1.0,False,1,False
